540000000000,560000000000,739830494,3190216,736640278,540000000721,559999987727,7bf6edc729a22449,260315967,2617,540188474986,558557,540000000019,9,540000129049,321,540000000721,559999987727,25.21
560000000000,580000000000,738852458,3155808,735696650,560000003377,579999993901,346896c67581261d,261563986,2851,563006209642,557883,560000000003,15,560000006107,305,560000003377,579999993901,25.30
580000000000,600000000000,737914373,3135021,734779352,580000002811,599999995211,7da838c7e94e611a,262807905,3089,596877919304,554824,580000000079,9,580000079777,529,580000002811,599999995211,25.41
600000000000,620000000000,737003278,3109480,733893798,600000007601,619999986569,c69ebcf9c1ef7a9d,263993755,2609,610385657978,554073,600000000031,9,600000018173,265,600000007601,619999986569,25.50
620000000000,640000000000,736131688,3088553,733043135,620000004167,639999984863,53e250aa51efbe3c,265224166,2617,630913580356,553110,620000000003,9,620000013781,287,620000004167,639999984863,25.33
640000000000,660000000000,735287797,3060587,732227210,640000009871,659999999723,0bf593a34b2dfbf0,266299741,2707,643864320622,551975,640000000007,9,640000067297,265,640000009871,659999999723,25.63
660000000000,680000000000,734479142,3044622,731434520,660000022501,679999998653,d3c407aeea08f9d1,267310652,2693,676130431868,549716,660000000019,9,660000026927,339,660000022501,679999998653,25.52
680000000000,700000000000,733670619,3024730,730645889,680000000293,699999995069,f1bfec3c5be9933d,268385732,2593,692302829116,547759,680000000059,9,680000048597,295,680000000293,699999995069,25.57
700000000000,720000000000,732899963,3001529,729898434,700000005853,719999993837,5aa088e0a7ec86ac,269492614,2677,707550959986,547892,700000000009,9,700000005407,295,700000005853,719999993837,25.67
720000000000,740000000000,732173509,2983764,729189745,720000009077,739999995923,60895b47fdbf9e6b,270392363,2791,730853069398,545387,720000000001,9,720000093107,319,720000009077,739999995923,25.58
740000000000,760000000000,731450280,2967045,728483235,740000002367,759999984103,e00f59d1793a1ce8,271369190,2857,752262201736,544211,740000000011,9,740000028323,517,740000002367,759999984103,25.98
